district_code,attendance,absences,absent_10_plus,chronically_absent_10_plus,unexcused_9,college_pct,in_school_susp,out_school_susp,expulsion,alternate_setting,emergency_removal,stud_african_american_pct,stud_asian_pct,stud_hispanic_pct,stud_white_pct,stud_amerind_pct,stud_pacisl_pct,stud_multi_pct,teach_exemplary_pct,teach_proficient_pct,teach_ni_pct,teach_unsat_pct,grad_pct,m_e_pct_ela,score_ela,m_e_pct_math,score_math,ppe,retained_pct,salary,sat_verbal,sat_math,classes,class_size,enrollment,female_pct,male_pct,ell_pct,disability_pct,low_income_pct,teach_african_american_pct,teach_asian_pct,teach_hispanic_pct,teach_white_pct,teach_amerind_pct,teach_pacisl_pct,teach_multi_pct,teach_female_pct,teach_male_pct,teach_licensed_pct,stratio,students,students_disciplined,pct_one_day,pct_two_days,pct_4_days,pct_8_days,pct_10_days,type,median_income
8280000,95,9,35,13,19,41,5,6,0,0,3,4,16,34,41,0,0,4,7,91,2,0,93,,,,,18697,93,82096,490,495,1362,19,2226,44,56,6,16,41,2,2,3,93,0,0,0,62,38,100,12,2277,     215,2,3,3,1,1,Vocational Technical,
8250000,97,6,18,6,11,52,6,4,0,0,0,8,1,23,63,0,0,4,10,85,5,0,91,,,,,19981,93,78599,508,493,1792,16,2153,50,50,3,11,36,2,0,3,94,1,0,0,52,48,99,11,2170,     188,4,2,1,1,1,Vocational Technical,
1140000,94,11,42,19,30,61,3,7,0,0,0,3,1,19,72,0,0,5,23,75,2,1,81,39,494,30,489,14660,87,60221,569,553,959,16,1737,48,52,6,17,48,0,1,1,99,0,0,0,82,18,96,11,1801,     156,3,3,2,1,1,District,26792
6730000,96,7,20,5,9,91,0,1,0,0,0,1,7,2,87,0,0,3,4,93,2,1,98,62,506,66,508,15079,92,78764,593,612,920,19,2463,49,51,1,17,7,0,0,0,99,0,0,1,84,16,100,13,2474,      22,1,0,0,0,0,District,52069
1170000,96,7,26,8,0,82,1,1,0,0,0,2,5,10,78,0,2,3,30,69,0,2,91,56,504,48,498,14870,82,64712,584,562,435,15,525,47,53,3,14,17,2,1,0,97,0,0,0,82,18,100,11,551,       8,0,1,0,0,0,District,32045
1180000,96,6,21,4,19,,,,,,,1,0,4,91,0,0,3,14,86,0,0,,57,503,58,504,13967,92,80263,,,240,22,604,50,50,1,16,18,0,0,0,100,0,0,0,86,14,100,16,605,       5,,,,,,District,
6750000,96,8,27,6,15,86,0,1,0,0,0,1,4,4,89,0,0,2,8,90,3,0,93,72,512,63,506,17513,92,77904,594,580,901,18,1786,51,49,1,16,6,0,1,1,95,0,0,3,83,17,100,12,1799,      15,0,0,0,0,0,District,33678
4990000,96,7,23,7,2,66,3,0,0,0,0,30,2,33,34,0,0,2,,,,,97,48,498,50,499,,71,,524,551,254,18,485,52,48,3,12,38,3,4,3,89,0,0,0,55,45,79,12,507,      14,2,1,0,0,0,Charter,
6800000,96,8,30,8,0,80,2,2,0,0,0,3,3,7,84,0,0,3,10,89,1,0,96,59,505,51,501,15116,90,79504,557,566,1101,19,3098,50,50,1,15,15,0,0,0,99,0,0,0,83,17,100,14,3141,     123,1,1,1,0,0,District,35033
6830000,94,11,48,20,0,74,0,2,0,0,0,1,1,3,93,0,0,3,7,93,0,0,91,53,500,44,499,17006,96,69105,589,580,541,13,703,55,46,1,21,16,1,1,0,98,0,0,0,69,31,99,10,715,      14,1,1,0,0,0,District,
1210000,98,4,11,0,0,,,,,,,3,0,0,97,0,0,0,14,86,0,0,,67,505,52,499,17942,78,71768,,,82,5,44,39,61,0,9,18,7,0,0,93,0,0,0,84,16,97,5,44,       0,,,,,,District,
1220000,96,8,28,6,17,90,0,1,0,0,0,1,2,2,94,0,0,1,19,81,0,0,98,61,506,58,504,13969,90,84281,551,547,1559,19,2617,47,53,1,18,8,1,1,1,98,0,0,0,80,20,99,13,2637,      23,0,1,0,0,0,District,44586
1250000,95,8,29,9,5,89,1,0,0,0,0,2,11,4,80,0,0,3,,,,,98,75,513,70,509,17791,97,82877,624,613,552,17,1107,49,51,2,11,4,1,1,1,96,0,1,0,80,20,100,12,1128,       9,0,0,0,0,0,District,49118
1270000,96,7,23,6,0,79,,,,,,1,1,5,91,0,0,3,35,63,2,0,97,55,502,56,501,14103,85,59376,577,550,264,14,442,48,52,0,20,13,0,0,0,100,0,0,0,81,19,99,11,449,       0,,,,,,District,35812
1280000,93,12,44,23,37,70,2,4,0,0,0,4,2,37,55,0,0,2,6,84,10,1,81,36,493,33,492,12932,88,69043,552,547,4250,18,7619,48,52,11,22,45,1,1,4,95,0,0,0,83,17,99,14,7991,     389,1,2,2,0,0,District,30511
6850000,94,10,39,15,18,,,,,,,1,0,9,85,1,0,5,20,80,0,0,,39,496,30,491,13688,54,63117,,,39,20,160,59,41,0,24,50,0,0,0,100,0,0,0,90,10,100,15,169,       0,,,,,,District,
4190000,95,9,29,14,17,,0,11,0,0,0,72,1,26,1,1,1,0,,,,,,18,481,15,481,,43,,,,85,19,232,47,53,8,27,57,63,6,17,11,0,0,3,66,34,50,12,231,      25,1,6,2,1,1,Charter,
4550000,96,7,28,5,10,,1,2,0,0,0,5,0,23,69,0,0,2,0,89,12,0,,45,500,23,488,,68,,,,113,20,301,58,42,7,19,17,0,0,2,96,0,0,2,83,17,77,14,307,       9,2,0,1,0,0,Charter,
4500000,97,6,21,4,4,,,,,,,1,1,4,82,0,0,12,,,,,,60,504,56,502,,83,,,,78,26,218,46,54,0,20,15,0,0,6,92,0,0,2,76,24,89,11,218,       0,,,,,,Charter,
1310000,96,7,23,5,7,87,1,0,0,0,0,1,3,3,90,0,0,3,21,77,2,0,99,78,516,74,511,13506,92,83311,608,604,1920,19,4319,48,52,0,12,5,1,1,1,97,0,0,1,84,16,100,14,4336,      48,0,0,0,0,0,District,47717
1330000,95,8,29,11,19,66,1,4,0,0,0,21,5,13,53,0,0,8,4,92,3,2,77,47,500,46,498,15916,93,66615,521,518,449,18,1249,48,52,8,19,32,2,1,1,96,0,0,1,83,17,100,14,1279,      57,3,1,0,0,0,District,33750
1350000,96,7,25,5,0,,,,,,,1,1,7,89,0,0,1,,,,,,50,502,49,500,13940,95,62171,,,65,18,235,49,52,0,15,26,0,0,0,100,0,0,0,93,7,100,12,240,       0,,,,,,District,
1360000,96,7,23,6,0,89,2,1,0,0,0,1,8,5,83,0,0,3,4,96,1,0,97,63,507,60,504,13652,92,81082,592,602,1520,17,2927,49,52,2,17,7,0,1,1,98,0,0,0,85,15,99,14,2958,      72,1,1,0,0,0,District,46642
1370000,92,14,51,27,37,54,2,11,0,0,0,3,1,81,14,0,0,1,9,74,15,2,72,16,480,10,475,16907,67,68779,510,505,2027,19,5398,47,53,23,25,76,5,1,28,66,0,0,0,79,21,88,14,6091,     723,4,4,2,1,1,District,21232
4530000,95,9,37,12,12,,2,7,0,0,0,1,1,92,4,0,0,2,,,,,,36,494,22,488,,65,,,,197,25,703,56,44,16,20,66,4,0,37,59,0,0,0,74,26,60,14,729,      55,0,4,2,1,0,Charter,
1380000,96,7,23,8,11,81,1,1,0,0,0,1,2,6,87,1,0,4,12,87,1,0,98,65,508,64,507,13896,86,68981,574,564,590,17,1139,48,52,1,20,11,0,1,1,99,0,0,0,89,11,100,12,1164,      20,0,1,1,0,0,District,45968
1390000,96,7,20,6,10,89,1,1,0,0,0,1,17,4,75,0,0,3,20,79,1,0,98,78,515,78,515,14919,91,87935,607,628,1896,20,3597,50,51,4,12,5,0,2,2,97,0,0,0,82,18,100,14,3629,      48,1,0,0,0,0,District,65569
1410000,95,9,30,12,17,80,0,3,0,0,1,2,2,12,82,0,0,3,9,89,2,0,89,52,501,50,499,16682,87,74760,575,560,1463,17,2650,51,49,10,15,21,0,0,0,99,0,0,0,85,15,99,11,2730,      74,0,1,1,0,0,District,37439
1420000,94,11,40,16,29,65,6,4,0,0,0,1,2,2,93,0,0,2,27,68,5,0,85,55,503,52,500,20077,92,84762,559,557,546,14,921,47,53,0,21,28,0,0,0,100,0,0,0,79,21,100,11,939,      72,3,1,2,1,1,District,37316
4350000,96,8,26,6,9,79,1,5,0,0,0,6,8,8,74,0,0,5,,,,,87,57,504,53,502,,85,,568,556,465,18,799,52,48,2,19,9,1,4,4,92,0,0,0,74,26,91,11,807,      42,3,2,1,0,0,Charter,
1440000,96,7,24,6,1,83,2,1,0,0,0,1,2,6,87,0,0,4,33,66,1,0,94,69,511,63,506,16993,90,69265,580,568,958,17,1747,50,50,2,17,13,0,0,2,98,0,0,0,81,19,100,11,1772,      47,2,1,0,0,0,District,39321
4630000,94,11,45,18,17,,1,11,0,0,1,68,1,30,0,0,0,1,,,,,,34,496,32,493,,51,,,,92,39,556,47,53,31,21,63,30,4,17,45,1,0,3,74,26,69,16,578,      67,3,3,4,1,1,Charter,
4290000,95,9,31,12,4,82,7,8,0,0,1,20,3,67,6,0,0,3,,,,,88,41,495,44,497,,62,,544,553,426,24,1343,50,50,28,13,47,17,6,13,62,0,0,1,72,28,61,15,1365,     166,4,3,2,1,1,Charter,
6900000,95,9,29,10,3,86,1,0,0,0,0,2,2,3,91,0,0,2,34,61,5,0,95,64,505,59,503,15273,88,73423,580,573,822,19,2052,48,52,1,13,8,0,1,2,97,0,0,0,73,27,99,16,2069,      18,1,0,0,0,0,District,
1450000,97,6,18,4,15,,,,,,,1,0,3,95,1,0,1,8,91,1,0,,55,504,54,502,15876,94,70789,,,381,21,1020,49,51,1,17,16,0,0,0,100,0,0,0,90,10,100,15,1066,       5,,,,,,District,
1480000,95,8,37,8,7,,,,,,,,,,,,,,23,77,0,0,,61,506,51,501,17280,,56915,,,125,16,214,55,45,0,22,24,,,,,,,,,,,,218,       3,,,,,,District,
1490000,92,13,47,25,0,56,2,5,0,0,0,1,1,93,4,0,0,0,22,67,11,1,72,28,487,29,488,14782,74,69795,466,483,5272,20,14192,48,52,37,20,62,1,1,21,76,0,0,0,77,23,93,13,15276,     952,3,2,1,0,1,District,19341
4540000,98,4,5,0,1,,0,5,0,0,0,1,0,98,1,0,0,0,,,,,,64,506,59,503,,75,,,,327,18,734,54,46,29,8,54,1,3,21,75,0,0,0,90,10,94,12,740,      33,2,2,1,0,0,Charter,
1500000,95,9,33,11,3,63,4,5,0,0,0,1,3,9,85,0,0,3,4,94,2,0,81,51,501,50,498,16863,89,74676,569,568,405,13,691,49,51,4,12,36,0,2,3,95,0,0,0,85,15,97,10,718,      50,2,3,2,0,0,District,31462
1510000,95,8,31,10,21,73,2,2,0,0,0,5,3,9,80,0,0,3,15,82,2,1,96,36,494,35,493,13507,96,74103,553,544,703,19,1598,46,54,3,17,25,0,1,1,98,0,0,0,84,16,99,14,1628,      45,1,1,1,0,0,District,31715
1520000,96,8,29,7,2,76,1,1,0,0,0,0,4,9,83,0,0,4,3,97,0,0,100,66,510,66,509,18990,89,74524,575,556,526,13,748,50,50,3,10,16,0,0,1,99,0,0,0,78,22,99,10,768,      17,1,1,0,0,0,District,34458
1530000,95,9,37,15,31,70,5,0,0,0,0,8,3,35,49,0,0,4,11,85,4,0,87,43,496,46,498,13754,92,70879,543,553,2859,20,6229,48,52,10,23,38,2,1,4,94,0,0,0,83,17,98,14,6409,     343,3,2,1,0,0,District,30059
1540000,96,7,26,4,1,,,,,,,0,0,6,84,0,0,10,24,76,0,0,,74,511,69,508,17875,83,61460,,,45,16,127,41,59,0,14,23,3,0,0,97,0,0,0,83,17,100,8,129,       2,,,,,,District,
1550000,97,6,15,3,2,87,1,1,0,0,0,4,39,4,46,0,0,7,0,98,2,0,96,80,519,81,519,18289,91,82322,645,674,2874,20,7347,49,51,7,13,5,2,5,3,89,0,0,1,81,19,100,12,7439,      88,1,0,0,0,0,District,64677
35140000,93,12,42,16,35,,0,41,0,0,0,12,0,85,2,0,0,1,,,,,,10,480,24,486,,75,,,,31,28,91,44,56,45,25,79,8,4,27,58,0,0,4,58,42,75,12,95,      39,16,12,12,2,0,Charter,
1570000,95,8,30,10,2,,1,1,0,0,0,9,4,16,61,0,0,10,8,92,0,0,,57,506,59,505,22743,89,93039,,,578,16,1133,49,51,4,22,6,3,2,3,91,0,0,0,87,13,100,10,1265,      26,2,0,0,0,0,District,
6950000,97,6,15,5,0,90,0,2,0,0,0,5,6,5,80,0,0,4,39,60,1,0,97,,,,,20428,92,95518,615,644,1249,18,1532,49,51,0,17,6,2,3,1,93,0,0,0,63,37,100,12,1536,      35,1,1,0,0,0,District,
1580000,96,7,23,7,2,89,1,1,0,0,0,1,9,2,85,0,0,3,44,55,2,0,97,68,509,61,505,15127,90,78326,598,590,706,18,1672,52,48,2,16,8,0,0,1,98,0,0,1,86,14,100,13,1692,      23,1,1,0,0,0,District,44489
1590000,96,7,21,5,0,94,1,1,0,0,0,2,10,5,79,0,0,4,38,61,1,0,97,71,512,69,509,15149,92,73350,606,605,1330,19,2896,49,51,1,19,7,0,0,1,98,0,0,0,84,16,100,12,2928,      64,1,1,0,0,0,District,44798
1600000,94,10,38,16,26,71,4,5,0,0,0,8,29,33,26,0,0,4,18,81,1,0,80,36,493,36,492,14354,91,79969,520,527,8594,20,14904,48,52,25,17,53,2,3,5,89,0,0,0,81,19,98,14,15615,"   1,156",3,3,2,0,0,District,23805
4560000,97,7,22,6,8,,3,2,0,0,0,25,19,48,4,0,0,4,,,,,,53,502,54,502,,78,,,,254,21,797,51,49,53,17,45,4,11,15,69,0,0,2,77,24,97,13,820,      34,2,1,1,0,0,Charter,
4580000,45,68,97,94,0,,0,18,0,0,0,4,28,34,29,0,0,5,,,,,9,,,,,,92,,,,129,13,109,45,55,5,29,64,0,11,11,78,0,0,0,83,17,72,9,122,      22,9,9,0,0,0,Charter,
1610000,95,9,36,11,24,82,3,3,0,0,0,2,1,11,84,0,0,3,18,81,1,0,90,36,492,38,494,15629,92,64940,561,563,1185,18,2669,49,51,3,15,26,0,0,1,99,0,0,0,83,17,100,12,2729,     133,2,1,1,0,1,District,33058
1620000,96,8,27,8,2,82,2,1,0,0,0,2,2,7,86,0,0,2,10,85,5,0,94,50,500,53,501,13209,87,74900,576,573,807,20,1643,48,52,2,16,14,0,0,0,99,0,0,0,79,21,99,15,1689,      44,1,1,0,0,0,District,40286
1630000,94,11,40,20,0,55,1,7,0,0,0,9,9,63,15,0,0,4,5,88,7,1,74,34,492,30,491,13632,89,73555,496,494,4830,21,15703,47,53,23,16,57,3,1,8,87,0,0,1,80,20,97,14,16628,"   1,282",3,3,1,0,0,District,26664
1640000,96,7,21,4,10,92,0,1,0,0,0,2,6,5,84,0,0,3,16,83,1,0,97,71,512,76,512,15206,92,84173,579,575,967,15,2214,49,51,2,18,7,0,1,1,98,0,0,0,85,15,100,14,2239,      21,0,0,0,0,0,District,49207
4690000,95,9,32,13,20,90,4,5,0,0,3,46,1,48,2,1,0,2,,,,,77,43,496,39,494,,60,,466,509,407,20,1196,53,48,31,23,57,22,3,13,60,0,0,1,73,27,70,12,1251,     131,4,4,2,1,0,Charter,
4680000,99,2,2,1,2,87,,,,,,2,50,4,36,0,0,8,,,,,100,,,,,,100,,700,757,24,17,50,50,50,0,0,0,0,0,0,90,0,0,10,60,40,100,16,97,       0,,,,,,District,
1650000,94,10,32,17,26,69,3,3,0,0,0,19,23,25,28,0,0,4,17,79,3,1,80,48,498,42,495,14379,90,84284,515,546,2882,20,6805,48,52,22,16,42,4,3,3,89,0,0,1,83,17,100,14,7145,     367,2,2,1,0,0,District,29063
6980000,96,8,34,6,2,84,0,1,0,0,0,1,1,1,96,0,0,1,43,55,1,1,96,72,511,66,506,17448,89,77171,598,596,680,16,1387,51,49,1,9,7,0,0,1,99,0,0,0,79,21,98,11,1393,      11,1,0,0,0,0,District,43758
1670000,95,9,27,10,12,90,0,1,0,0,0,4,7,5,81,0,0,4,15,84,1,0,94,60,505,59,503,15504,95,81213,585,604,1619,18,3908,48,52,2,14,13,1,1,2,96,0,0,0,82,18,100,13,3969,      64,0,1,0,0,0,District,45119
1680000,96,7,24,7,3,85,1,2,0,0,0,3,2,7,85,0,0,3,1,97,2,0,97,69,509,64,505,15568,86,74936,591,584,1562,18,3151,49,51,4,19,10,0,1,1,97,0,0,1,81,19,99,12,3172,      61,1,1,0,0,0,District,49970
4640000,96,8,25,7,1,,3,1,0,0,0,6,3,3,85,1,0,2,,,,,,58,503,60,503,,86,,,,90,21,230,40,60,0,26,10,0,0,0,100,0,0,0,69,31,92,10,236,      10,3,1,0,0,0,Charter,
1690000,96,7,22,4,5,,,,,,,3,1,3,87,0,0,5,33,67,0,0,,68,509,63,507,15789,94,84069,,,166,19,454,47,53,1,21,21,3,1,0,96,0,0,0,92,8,100,13,464,       0,,,,,,District,
1700000,94,10,35,15,23,67,1,2,0,0,0,4,4,49,41,0,0,3,10,86,4,0,79,40,494,37,493,16740,89,80549,546,537,2098,20,4864,48,52,25,17,35,1,1,5,93,0,0,0,82,18,100,12,4964,     112,1,1,0,0,0,District,33530
1710000,96,7,21,6,12,83,0,1,0,0,0,0,1,3,94,0,0,2,14,85,1,0,97,69,510,65,506,13301,90,72172,565,556,1463,19,4187,49,51,1,17,11,0,0,1,98,0,0,0,84,16,100,13,4248,      59,1,1,0,0,0,District,38797
7000000,93,13,53,24,34,73,2,5,0,0,0,5,1,16,72,3,1,3,29,70,1,0,90,,,,,30443,90,96802,557,544,736,12,639,49,51,10,18,21,2,1,3,91,1,0,2,67,33,99,9,662,      40,1,3,2,1,0,District,
4660000,95,9,32,13,0,,,,,,,3,1,12,74,2,0,9,,,,,92,43,499,29,490,,95,,545,485,66,16,188,55,45,5,26,33,2,0,0,98,0,0,0,82,18,96,11,186,       0,,,,,,Charter,
4920000,95,9,41,9,23,,1,2,0,0,0,35,1,58,2,0,0,4,38,60,3,0,,47,499,62,505,,76,,,,142,20,358,52,48,21,21,74,21,0,11,64,0,0,4,88,12,78,10,375,       9,1,1,0,0,0,Charter,
7050000,96,8,26,8,8,84,3,1,0,0,0,0,4,3,91,0,0,2,,,,,95,71,511,72,510,18064,93,92462,582,585,900,18,1801,51,49,0,17,5,0,1,0,99,0,0,0,65,35,100,14,1810,      62,2,1,0,0,0,District,
1720000,94,12,44,15,15,75,2,3,0,0,0,4,2,5,74,6,0,8,29,70,1,1,92,52,501,48,499,16793,90,74718,557,551,1016,17,1692,49,51,3,16,29,0,0,0,98,0,0,0,83,17,100,12,1689,      67,1,2,1,0,0,District,33829
39010000,91,13,43,34,37,44,,,,,,,,,,,,,5,91,5,0,35,,,,,,,,561,516,138,28,609,54,47,0,23,51,,,,,,,,,,,,752,       0,,,,,,District,
1730000,96,7,28,5,5,,,,,,,1,2,4,89,0,0,5,22,78,0,0,,74,512,65,508,19427,95,76498,,,229,17,448,48,52,1,16,15,0,1,0,99,0,0,0,92,8,100,11,458,       0,,,,,,District,
1740000,95,8,26,10,16,83,0,2,0,0,0,3,2,12,79,0,0,5,13,83,4,0,91,45,496,40,495,15578,89,73426,579,558,645,18,1406,50,50,5,18,17,0,1,4,95,0,0,0,83,17,97,13,1436,      25,1,1,0,0,0,District,41285
1750000,97,6,16,4,5,92,0,0,0,0,0,1,4,4,87,0,0,3,20,78,2,0,97,69,509,72,510,15205,91,85130,591,611,1603,19,2649,49,51,1,12,5,0,1,1,97,0,0,0,83,17,99,13,2657,      15,0,0,0,0,0,District,60759
1760000,95,9,33,12,28,79,0,4,0,0,0,13,10,13,60,0,0,5,19,79,2,0,90,49,499,40,494,16931,90,75323,549,543,2156,15,4408,49,51,12,19,29,1,2,1,96,0,0,0,80,20,99,11,4596,     169,2,1,1,0,0,District,37268
1770000,96,8,28,8,21,84,1,1,0,0,0,2,3,4,89,0,0,2,19,77,4,1,96,66,509,65,507,14326,86,81086,582,585,1013,19,2281,50,50,1,16,10,0,1,1,98,0,0,0,82,18,100,14,2316,      45,1,0,0,0,0,District,51166
1780000,96,7,23,6,14,87,1,1,0,0,0,5,6,5,79,0,0,5,16,73,11,0,95,70,511,64,506,12175,90,65368,563,545,1623,20,3923,51,49,4,14,11,0,2,1,97,0,0,0,81,19,100,15,3990,      36,1,0,0,0,0,District,44313
7100000,96,8,27,8,18,80,1,1,0,0,0,1,2,4,91,0,0,2,14,80,6,1,93,57,504,53,502,15845,91,78924,569,558,953,18,2285,50,50,1,15,9,0,0,3,97,0,0,0,83,17,99,14,2306,      48,1,1,0,0,0,District,52246
1810000,93,11,41,18,0,70,3,3,0,0,0,2,4,41,48,0,0,5,2,95,2,0,89,45,497,40,495,13721,88,76830,533,536,2665,20,7075,47,53,10,16,33,0,0,2,97,0,0,0,82,18,98,14,7295,     370,2,2,1,0,0,District,32165
1820000,95,9,32,10,22,71,4,1,0,0,0,3,1,3,89,1,0,4,15,83,2,0,96,47,499,48,499,14718,87,71948,546,545,1546,20,2999,49,51,1,18,28,1,0,0,98,0,0,0,81,19,100,14,3076,     129,2,1,1,0,0,District,36214
1840000,96,7,24,5,0,,1,0,0,0,0,1,5,3,86,1,0,4,28,73,0,0,,66,509,61,506,16519,92,76094,,,299,15,690,50,50,1,18,8,0,0,0,100,0,0,0,92,8,99,11,700,       6,1,0,0,0,0,District,
1850000,95,9,30,13,23,72,0,1,0,0,0,3,2,28,61,2,0,4,9,86,4,0,85,48,499,40,495,14089,88,77299,544,531,1860,19,4296,49,51,17,15,32,0,0,4,95,0,0,0,82,18,100,13,4458,      72,0,1,0,0,0,District,37205
1860000,96,8,25,7,12,69,2,1,0,0,0,3,3,7,81,0,0,5,21,78,2,0,94,47,498,44,496,15704,88,81124,544,556,812,19,1754,50,50,4,16,25,1,1,0,97,0,0,1,77,23,99,13,1786,      38,1,1,0,0,0,District,34362
1870000,96,7,24,7,7,89,0,1,0,0,0,1,2,8,85,0,0,4,35,64,1,0,95,61,506,60,505,14743,94,80451,560,546,612,17,1307,49,51,1,13,11,0,0,2,98,0,0,0,81,19,99,13,1323,      23,1,1,0,0,0,District,44810
1890000,96,7,20,5,11,87,1,1,0,0,0,14,7,4,69,0,0,5,19,75,5,1,94,65,508,67,508,14855,88,83287,577,588,1307,19,4224,49,51,2,14,9,7,1,3,88,0,0,0,82,18,100,14,4295,      53,1,1,0,0,0,District,44375
8300000,94,10,39,13,27,53,4,6,0,0,0,3,5,7,79,0,0,5,16,83,1,0,88,,,,,35609,92,100042,561,527,557,11,534,37,63,2,50,20,0,2,1,96,0,0,0,56,44,97,7,547,      53,3,2,3,1,1,Vocational Technical,
7170000,94,10,34,13,12,60,1,0,0,0,0,0,0,5,92,0,0,3,27,68,6,0,82,47,499,39,495,16669,82,69844,571,550,449,12,949,50,50,0,23,34,0,0,0,99,0,0,0,88,12,99,10,966,      16,0,1,1,0,0,District,29255
7120000,95,10,37,13,29,78,2,4,0,0,0,7,1,7,78,1,0,6,26,73,1,1,85,55,502,50,500,17134,92,74626,578,567,1301,15,1894,50,50,5,16,27,0,1,0,97,0,0,1,82,18,99,11,1944,      95,2,2,1,0,0,District,32862
1910000,95,9,31,9,19,88,1,2,0,0,0,1,1,4,92,0,1,2,21,75,5,0,84,50,502,44,497,16318,92,59315,563,571,537,16,950,50,50,1,19,27,0,0,1,98,0,1,0,81,19,99,11,968,      18,1,1,0,0,0,District,32119
8320000,95,8,30,11,15,53,,,,,,2,2,16,76,0,0,4,12,86,2,0,100,,,,,18445,97,78312,529,521,799,18,1409,47,53,1,15,22,1,0,3,95,1,0,0,58,42,98,13,1439,       3,,,,,,Vocational Technical,
7150000,95,9,37,13,9,76,5,1,0,0,0,1,1,4,90,0,0,4,8,93,0,0,94,75,519,64,506,20057,84,80765,616,598,333,13,536,52,48,0,13,13,0,1,1,98,0,0,0,79,21,100,12,543,      29,4,1,0,0,0,District,
4700000,96,7,26,2,0,96,4,2,0,0,0,18,21,9,47,0,0,4,,,,,97,61,506,56,503,,55,,583,596,754,24,1555,50,50,3,13,18,3,3,2,92,0,0,1,70,30,53,16,1584,      77,2,1,1,0,0,Charter,
1960000,96,7,21,4,4,,,,,,,0,1,5,93,0,0,2,28,61,6,6,,55,505,53,498,15634,85,63505,,,57,18,149,52,48,0,6,19,0,0,0,100,0,0,0,87,13,94,15,156,       0,,,,,,District,
1970000,94,10,42,15,11,68,2,2,0,0,0,10,2,32,52,0,0,4,12,79,9,0,80,41,496,31,491,21917,88,89833,540,516,897,18,1677,48,52,19,14,22,2,1,2,93,0,0,1,80,20,93,11,1698,      63,1,1,1,0,0,District,40323
7200000,96,8,29,8,12,62,3,1,0,0,0,1,0,6,89,0,0,3,10,84,5,1,86,41,496,38,494,12992,94,69213,553,548,607,19,1437,47,53,0,18,28,0,0,1,99,0,0,0,82,18,99,14,1483,      47,1,1,1,0,0,District,33215
7250000,96,8,27,7,0,82,0,1,0,0,0,1,3,5,88,0,0,3,7,90,2,0,95,73,512,72,510,15566,91,74745,601,609,1459,18,3337,50,50,2,16,7,0,1,1,98,0,0,0,80,20,100,12,3403,      26,0,0,0,0,0,District,45447
8520000,97,6,18,4,3,60,9,9,0,0,0,9999,9999,9999,9999,9999,9999,9999,21,71,8,0,98,,,,,19477,88,72783,520,514,380,14,674,40,59,0,36,17,1,1,1,97,0,0,0,48,52,96,10,708,      94,3,6,3,1,1,Vocational Technical,
1980000,96,7,20,5,1,85,1,1,0,0,0,3,10,6,76,0,0,5,11,87,2,0,98,64,507,64,507,15469,89,73189,584,590,2581,19,5547,49,51,3,14,9,1,2,0,97,0,0,0,82,18,100,13,5626,      54,0,0,0,0,0,District,51501
6600000,94,11,45,17,26,84,3,2,0,0,0,5,3,5,84,0,0,3,45,55,0,0,90,61,505,57,502,20656,94,84409,589,577,942,16,1506,52,48,2,14,18,1,1,2,96,0,0,0,75,25,99,11,1530,      77,1,2,1,0,1,District,
1990000,96,7,21,6,0,86,1,1,0,0,0,3,9,6,77,0,0,5,0,96,4,0,97,76,515,72,511,17307,91,91350,618,624,2283,19,5674,50,50,3,17,5,3,2,2,92,0,0,1,80,20,100,14,5735,      93,1,0,0,0,0,District,56145
4440000,95,8,29,11,14,,12,7,0,0,0,53,3,22,17,1,0,5,,,,,,50,501,31,491,,61,,,,156,29,568,50,51,7,17,38,12,6,11,65,0,0,5,78,22,59,10,585,      91,6,5,3,1,1,Charter,
2010000,93,12,46,23,38,41,1,5,0,0,1,13,1,40,40,0,0,5,8,83,9,1,59,33,491,30,489,13978,84,76004,476,479,6021,18,12799,47,53,30,21,65,6,0,6,87,0,0,1,81,19,96,14,13633,     838,2,3,1,0,0,District,22064
35130000,97,6,15,6,2,,2,18,0,0,0,90,1,7,2,0,0,0,,,,,,32,489,21,485,,47,,,,158,22,458,50,50,10,10,41,23,0,0,75,0,0,2,63,37,67,16,459,      85,3,7,5,1,3,Charter,
7280000,95,10,39,10,0,,,,,,,0,0,6,86,0,0,8,9,91,0,0,,51,501,39,495,15579,75,61313,,,24,19,159,50,50,0,18,35,0,0,3,94,0,0,3,95,6,100,11,161,       0,,,,,,District,
2040000,96,8,25,7,0,86,0,1,0,0,0,1,2,4,92,0,0,2,21,77,1,0,95,59,504,53,501,15894,91,79381,584,585,1247,18,2293,50,50,2,17,9,0,0,0,99,0,0,0,83,17,100,12,2313,      22,0,0,0,0,0,District,47977
2070000,96,8,28,8,1,81,2,1,0,0,0,5,19,8,62,0,0,7,8,89,2,0,96,70,510,71,511,18899,89,81180,622,636,5722,19,13064,49,51,7,19,9,3,4,4,87,0,0,1,78,22,99,12,13270,     277,1,1,0,0,0,District,51153
2080000,97,6,18,3,1,,,,,,,1,3,3,91,0,0,3,44,53,2,0,,66,507,73,509,14876,94,85124,,,242,21,959,46,54,2,18,5,0,0,0,100,0,0,0,92,8,100,13,975,       4,,,,,,District,
